osu file format v14

[General]
AudioFilename: Rob Gasser - Elysium Original Mix FREE DOWNLOAD.mp3
AudioLeadIn: 0
PreviewTime: 67785
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 8
GridSize: 4
TimelineZoom: 1.5

[Metadata]
Title:Elysium
TitleUnicode:Elysium
Artist:Rob Gasser
ArtistUnicode:Rob Gasser
Creator:LuigiClaren
Version:Heavenly Paradise
Source:
Tags:rob gasser elysium heavenly paradise
BeatmapID:1357030
BeatmapSetID:639878

[Difficulty]
HPDrainRate:8.5
CircleSize:4
OverallDifficulty:8
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Elysium.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
43,352.941176470588,4,1,0,0,1,0
9748,-80,4,1,0,0,0,0
9925,-133.333333333333,4,1,0,0,0,0
10101,-80,4,1,0,0,0,0
10278,-133.333333333333,4,1,0,0,0,0
10454,-80,4,1,0,0,0,0
10631,-133.333333333333,4,1,0,0,0,0
10807,-80,4,1,0,0,0,0
10984,-133.333333333333,4,1,0,0,0,0
11160,-80,4,1,0,0,0,0
11337,-100,4,1,0,0,0,1
21219,-80,4,1,0,0,0,1
21395,-133.333333333333,4,1,0,0,0,1
21572,-80,4,1,0,0,0,1
21748,-133.333333333333,4,1,0,0,0,1
21925,-80,4,1,0,0,0,1
22101,-133.333333333333,4,1,0,0,0,1
22278,-80,4,1,0,0,0,1
22454,-133.333333333333,4,1,0,0,0,1
22631,-133.333333333333,4,1,0,0,0,0
33042,-100,4,1,0,0,0,0
33925,-25,4,1,0,0,0,0
33969,-200,4,1,0,0,0,0
34278,-25,4,1,0,0,0,0
34322,-200,4,1,0,0,0,0
34631,-25,4,1,0,0,0,0
34675,-200,4,1,0,0,0,0
34984,-25,4,1,0,0,0,0
35028,-200,4,1,0,0,0,0
35337,-25,4,1,0,0,0,0
35381,-200,4,1,0,0,0,0
35690,-25,4,1,0,0,0,0
35734,-200,4,1,0,0,0,0
36042,-25,4,1,0,0,0,0
36087,-200,4,1,0,0,0,0
36395,-25,4,1,0,0,0,0
36440,-200,4,1,0,0,0,0
36748,-25,4,1,0,0,0,0
36792,-200,4,1,0,0,0,0
37101,-25,4,1,0,0,0,0
