osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 13738
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
EpilepsyWarning: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 4
TimelineZoom: 2.299999

[Metadata]
Title:NANO DEATH!!!!!
TitleUnicode:NANO DEATH!!!!!
Artist:LeaF
ArtistUnicode:LeaF
Creator:nowsmart
Version:Expert
Source:
Tags:lolicore hardcore speedcore - [ L e a h ] - ajeemaniz WolfyArmato- 電 breakcore exusagi Arzenvald Inazuma kancolle kantai collection
BeatmapID:1087088
BeatmapSetID:478161

[Difficulty]
HPDrainRate:8.5
CircleSize:4
OverallDifficulty:8.3
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"bg.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
1386,352.941176470588,4,2,0,40,1,0
1386,-70.9219858156028,4,2,0,40,0,0
2797,-105.263157894737,4,2,0,40,0,0
2974,-49.7512437810945,4,2,0,40,0,0
3033,-70.9219858156028,4,2,0,40,0,0
3150,-105.263157894737,4,2,0,40,0,0
3327,-49.7512437810945,4,2,0,40,0,0
3385,-70.9219858156028,4,2,0,40,0,0
3503,-105.263157894737,4,2,0,40,0,0
3680,-49.7512437810945,4,2,0,40,0,0
3738,-70.9219858156028,4,2,0,40,0,0
3856,-105.263157894737,4,2,0,40,0,0
4033,-49.7512437810945,4,2,0,40,0,0
4091,-70.9219858156028,4,2,0,40,0,0
4209,-105.263157894737,4,2,0,40,0,0
4385,-49.7512437810945,4,2,0,40,0,0
4444,-70.9219858156028,4,2,0,40,0,0
4562,-105.263157894737,4,2,0,40,0,0
4738,-49.7512437810945,4,2,0,40,0,0
4797,-70.9219858156028,4,2,0,40,0,0
4915,-105.263157894737,4,2,0,40,0,0
5091,-49.7512437810945,4,2,0,40,0,0
5150,-70.9219858156028,4,2,0,40,0,0
5268,-105.263157894737,4,2,0,40,0,0
