osu file format v14

[General]
AudioFilename: 05 Fastest Crash.mp3
AudioLeadIn: 0
PreviewTime: 156728
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1.6

[Metadata]
Title:Fastest Crash
TitleUnicode:Fastest Crash
Artist:Camellia
ArtistUnicode:かめりあ
Creator:Shoegazer
Version:Paroxysm
Source:
Tags:electro cametek dubstep かめるかめりあ 大箭将也 wiosna
BeatmapID:924286
BeatmapSetID:428234

[Difficulty]
HPDrainRate:8.5
CircleSize:4
OverallDifficulty:9
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"324.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
2300,285.714286,4,3,0,25,1,0
66300,-100,4,3,0,25,0,1
84585,-100,4,3,0,25,0,0
157728,-100,4,3,0,25,0,1
230871,-100,4,3,0,25,0,0


[HitObjects]
192,192,2300,5,0,0:0:0:0:
448,192,2300,1,0,0:0:0:0:
192,192,2728,1,0,0:0:0:0:
64,192,2728,1,0,0:0:0:0:
448,192,3442,1,0,0:0:0:0:
320,192,3442,1,0,0:0:0:0:
448,192,3871,1,0,0:0:0:0:
192,192,3871,1,0,0:0:0:0:
448,192,4585,1,0,0:0:0:0:
192,192,4585,1,0,0:0:0:0:
192,192,5014,1,0,0:0:0:0:
64,192,5014,1,0,0:0:0:0:
448,192,5728,1,0,0:0:0:0:
320,192,5728,1,0,0:0:0:0:
448,192,6157,1,0,0:0:0:0:
192,192,6157,1,0,0:0:0:0:
448,192,6871,1,0,0:0:0:0:
192,192,6871,1,0,0:0:0:0:
192,192,7300,1,0,0:0:0:0:
64,192,7300,1,0,0:0:0:0:
448,192,8014,1,0,0:0:0:0:
320,192,8014,1,0,0:0:0:0:
448,192,8442,1,0,0:0:0:0:
192,192,8442,1,0,0:0:0:0:
448,192,9157,1,0,0:0:0:0:
192,192,9157,1,0,0:0:0:0:
192,192,9585,1,0,0:0:0:0:
64,192,9585,1,0,0:0:0:0:
448,192,10300,1,0,0:0:0:0:
320,192,10300,1,0,0:0:0:0:
64,192,10335,1,0,0:0:0:0:
192,192,10371,1,0,0:0:0:0:
448,192,10407,1,0,0:0:0:0:
64,192,10585,1,0,0:0:0:0:
448,192,10728,1,0,0:0:0:0:
192,192,10728,1,0,0:0:0:0:
320,192,10764,1,0,0:0:0:0:
64,192,10800,1,0,0:0:0:0:
192,192,10835,1,0,0:0:0:0:
448,192,10871,1,0,0:0:0:0:
320,192,11157,1,0,0:0:0:0:
192,192,11157,1,0,0:0:0:0:
448,192,11300,1,0,0:0:0:0:
192,192,11335,1,0,0:0:0:0:
320,192,11371,1,0,0:0:0:0:
64,192,11407,1,0,0:0:0:0:
448,192,11442,1,0,0:0:0:0:
192,192,11442,1,0,0:0:0:0:
320,192,11728,1,0,0:0:0:0:
64,192,11776,1,0,0:0:0:0:
448,192,11823,1,0,0:0:0:0:
192,192,11871,1,0,0:0:0:0:
64,192,11871,1,0,0:0:0:0:
320,192,12014,1,0,0:0:0:0:
448,192,12085,1,0,0:0:0:0:
64,192,12157,1,0,0:0:0:0:
448,192,12228,1,0,0:0:0:0:
192,192,12300,1,0,0:0:0:0:
64,192,12335,1,0,0:0:0:0:
320,192,12371,1,0,0:0:0:0:
448,192,12407,1,0,0:0:0:0:
192,192,12442,1,0,0:0:0:0:
64,192,12514,1,0,0:0:0:0:
448,192,12585,1,0,0:0:0:0:
320,192,12585,1,0,0:0:0:0:
64,192,12728,1,0,0:0:0:0:
320,192,12776,1,0,0:0:0:0:
448,192,12823,1,0,0:0:0:0:
64,192,12871,1,0,0:0:0:0:
320,192,12942,1,0,0:0:0:0:
448,192,13014,1,0,0:0:0:0:
192,192,13014,1,0,0:0:0:0:
64,192,13157,1,0,0:0:0:0:
192,192,13228,1,0,0:0:0:0:
448,192,13300,1,0,0:0:0:0:
320,192,13347,1,0,0:0:0:0:
192,192,13395,1,0,0:0:0:0:
448,192,13442,1,0,0:0:0:0:
64,192,13442,1,0,0:0:0:0:
320,192,13514,1,0,0:0:0:0:
192,192,13585,1,0,0:0:0:0:
448,192,13621,1,0,0:0:0:0:
64,192,13657,1,0,0:0:0:0:
320,192,13692,1,0,0:0:0:0:
448,192,13728,1,0,0:0:0:0:
192,192,13728,1,0,0:0:0:0:
64,192,13800,1,0,0:0:0:0:
320,192,13871,1,0,0:0:0:0:
64,192,14014,1,0,0:0:0:0:
192,192,14050,1,0,0:0:0:0:
448,192,14085,1,0,0:0:0:0:
320,192,14121,1,0,0:0:0:0:
192,192,14157,1,0,0:0:0:0:
64,192,14157,1,0,0:0:0:0:
448,192,14228,1,0,0:0:0:0:
320,192,14300,1,0,0:0:0:0:
64,192,14347,1,0,0:0:0:0:
448,192,14395,1,0,0:0:0:0:
320,192,14442,1,0,0:0:0:0:
192,192,14514,1,0,0:0:0:0:
448,192,14585,1,0,0:0:0:0:
64,192,14585,1,0,0:0:0:0:
320,192,14657,1,0,0:0:0:0:
64,192,14728,1,0,0:0:0:0:
448,192,14776,1,0,0:0:0:0:
192,192,14823,1,0,0:0:0:0:
448,192,14871,1,0,0:0:0:0:
320,192,14871,1,0,0:0:0:0:
64,192,14942,1,0,0:0:0:0:
320,192,15014,1,0,0:0:0:0:
192,192,15050,1,0,0:0:0:0:
64,192,15085,1,0,0:0:0:0:
448,192,15121,1,0,0:0:0:0:
320,192,15157,1,0,0:0:0:0:
192,192,15228,1,0,0:0:0:0:
64,192,15300,1,0,0:0:0:0:
448,192,15335,1,0,0:0:0:0:
320,192,15371,1,0,0:0:0:0:
192,192,15407,1,0,0:0:0:0:
448,192,15442,1,0,0:0:0:0:
64,192,15514,1,0,0:0:0:0:
320,192,15585,1,0,0:0:0:0:
64,192,15657,1,0,0:0:0:0:
192,192,15728,1,0,0:0:0:0:
320,192,15764,1,0,0:0:0:0:
448,192,15800,1,0,0:0:0:0:
64,192,15871,1,0,0:0:0:0:
192,192,15907,1,0,0:0:0:0:
320,192,15942,1,0,0:0:0:0:
448,192,16014,1,0,0:0:0:0:
192,192,16014,1,0,0:0:0:0:
64,192,16050,1,0,0:0:0:0:
320,192,16085,1,0,0:0:0:0:
448,192,16157,1,0,0:0:0:0:
64,192,16228,1,0,0:0:0:0:
192,192,16300,1,0,0:0:0:0:
448,192,16371,1,0,0:0:0:0:
192,192,16442,1,0,0:0:0:0:
64,192,16442,1,0,0:0:0:0:
448,192,16585,1,0,0:0:0:0:
64,192,16657,1,0,0:0:0:0:
320,192,16728,1,0,0:0:0:0:
192,192,16776,1,0,0:0:0:0:
320,192,16823,1,0,0:0:0:0:
448,192,16871,1,0,0:0:0:0:
64,192,16871,1,0,0:0:0:0:
192,192,17014,1,0,0:0:0:0:
64,192,17050,1,0,0:0:0:0:
448,192,17157,1,0,0:0:0:0:
320,192,17157,1,0,0:0:0:0:
64,192,17300,1,0,0:0:0:0:
320,192,17347,1,0,0:0:0:0:
192,192,17395,1,0,0:0:0:0:
64,192,17442,1,0,0:0:0:0:
320,192,17514,1,0,0:0:0:0:
448,192,17585,1,0,0:0:0:0:
192,192,17585,1,0,0:0:0:0:
320,192,17728,1,0,0:0:0:0:
448,192,17776,1,0,0:0:0:0:
192,192,17823,1,0,0:0:0:0:
320,192,17871,1,0,0:0:0:0:
64,192,17919,1,0,0:0:0:0:
448,192,18014,1,0,0:0:0:0:
320,192,18061,1,0,0:0:0:0:
64,192,18109,1,0,0:0:0:0:
192,192,18157,1,0,0:0:0:0:
448,192,18192,1,0,0:0:0:0:
320,192,18228,1,0,0:0:0:0:
64,192,18264,1,0,0:0:0:0:
448,192,18300,1,0,0:0:0:0:
192,192,18300,1,0,0:0:0:0:
320,192,18442,1,0,0:0:0:0:
64,192,18514,1,0,0:0:0:0:
448,192,18585,1,0,0:0:0:0:
192,192,18728,1,0,0:0:0:0:
64,192,18728,1,0,0:0:0:0:
448,192,18776,1,0,0:0:0:0:
